,emisor,mencionado,texto,rt,localizacion,texto_limpio
1280,SENAMAGOB,AChMChile,"Este domingo 15 de diciembre se realizará la consulta ciudadana municipal organizada por @AChMChile en diversas comunas del país, donde las #PersonasMayores serán actores clave y ejemplo de participación, demostrando su enorme compromiso cívico. Conoce la papeleta acá. 👵🏼👨🏼‍🦳🔽🔽🔽 https://t.co/31LDAvDb2a",False,Santiago. Chile,Este domingo 15 de diciembre se realizará la consulta ciudadana municipal organizada por  en diversas comunas del país donde las PersonasMayores serán actores clave y ejemplo de participación demostrando su enorme compromiso cívico Conoce la papeleta acá
1281,Nex72599860,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Bar- cel- ona,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1282,ClubdeCiencia1,carobrandariz,"RT @carobrandariz: Por la mayor longevidad de la población a nivel mundial y por la imposibilidad de ser reemplazado por la tecnología, Cui…",True,,Por la mayor longevidad de la población a nivel mundial y por la imposibilidad de ser reemplazado por la tecnología Cui…
1283,Morricana,pedronicolasm,@pedronicolasm Hay dato conocido acerca de la longevidad de una canaria? Pura curiosidad.,False,,Hay dato conocido acerca de la longevidad de una canaria Pura curiosidad
1284,mi medicus,,"El envejecimiento no es continuo, sino por saltos https://t.co/dkEllmSlmo",False,España,El envejecimiento no es continuo sino por saltos
1285,majofreire,MarcoGomezMD,"RT @MarcoGomezMD: Ingredientes de la fórmula para retrasar el envejecimiento y sus estigmas. Tomen nota:

1. Dormir mínimo 6 horas diarias.…",True,,"Ingredientes de la fórmula para retrasar el envejecimiento y sus estigmas Tomen nota

1 Dormir mínimo 6 horas diarias…"
1286,fahce,,"Publicación de Vejez y envejecimiento: Aportes para la investigación y la intervención con adultos mayores desde las ciencias sociales, la psicología y la educación https://t.co/41wVNPWl60",False,La Plata,Publicación de Vejez y envejecimiento Aportes para la investigación y la intervención con adultos mayores desde las ciencias sociales la psicología y la educación
1287,cracia2,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,República de Catalunya,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1288,Datos365,,💡 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/M5rnwddFhB,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad
1289,alexcanete,suehelencarry,"RT @suehelencarry: Continuamos con la Academia de #PersonasMayores  hoy con un módulo de Asuntos Legales, temas de interés y de acuerdo a l…",True,,Continuamos con la Academia de PersonasMayores  hoy con un módulo de Asuntos Legales temas de interés y de acuerdo a l…
1290,bacocl,ivanmoreirab,"@ivanmoreirab Piensas robarle la longevidad a la vieja Lucía, no me extrañaría, ustedes los políticos de derecha siempre robando, pero espero que mueras de viejo muy viejo, triste solo y pobre",False,,Piensas robarle la longevidad a la vieja Lucía no me extrañaría ustedes los políticos de derecha siempre robando pero espero que mueras de viejo muy viejo triste solo y pobre
1291,reiwa390,Mar de datos,RT @Mar_de_datos: ☀️ Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/wU5fk7kvLs,True,東京 港区,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud
1292,GrandesAmigos  ,PsicoSevilla es,"@PsicoSevilla_es Muchísimas gracias Ángela, entre tod@s contribuimos al bienestar de las #personasmayores que se sienten solas 😘",False,Madrid · Galicia · Euskadi,Muchísimas gracias Ángela entre tod contribuimos al bienestar de las personasmayores que se sienten solas
1293,maru 4000,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,"Santa Cruz, Bolivia",Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…
1294,PYMESSUR,carobrandariz,"RT @carobrandariz: Por la mayor longevidad de la población a nivel mundial y por la imposibilidad de ser reemplazado por la tecnología, Cui…",True,,Por la mayor longevidad de la población a nivel mundial y por la imposibilidad de ser reemplazado por la tecnología Cui…
1295,claudiomm66,ren demografico,"RT @ren_demografico: Si España fuera una empresa, y el saldo entre nacimientos y muertes fuera su beneficio / pérdida anual, sería una empr…",True,,Si España fuera una empresa y el saldo entre nacimientos y muertes fuera su beneficio  pérdida anual sería una empr…
1296,infoen280,,"El envejecimiento no es continuo, sino por saltos - Tendencias 21 https://t.co/JqIdBhGxog",False,Republica Argentina,El envejecimiento no es continuo sino por saltos  Tendencias 21
1297,llorach sandra,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1298,puntocomunica2,elpais economia,RT @elpais_economia: El envejecimiento demográfico de España y sus efectos negativos harán que en términos generales el crecimiento real de…,True,"Valencia, España",El envejecimiento demográfico de España y sus efectos negativos harán que en términos generales el crecimiento real de…
1299,LosArticulistas,,⚠️ Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/zRGNB2kb1C,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
1300,GrandesMedios,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/BtWsJslHl6",False,"Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
1301,TuiterPro,,"💡 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/REdt0GeWR5",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia
1302,rosgimenez1,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Catalunya,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1303,eHealthUOC,"UOCeimt, UOC research","#eHealthUOC Cazar pokémons para combatir el #sedentarismo y el #aislamiento para #PersonasMayores. Los juegos de #realidadaumentada pueden mejorar el bienestar de las personas de edad avanzada @UOCeimt @UOC_research

https://t.co/mS09br8ffj https://t.co/wLhIPhdmpy",False,"Barcelona, España",eHealthUOC Cazar pokémons para combatir el sedentarismo y el aislamiento para PersonasMayores Los juegos de realidadaumentada pueden mejorar el bienestar de las personas de edad avanzada
1304,bretemas,CEIPLAREDO,"RT @CEIPLAREDO: É certo o que dín por aí!
A Gran Raiña #Melchora visitará o centro para a nosa Gran Festa de Gala Fin de Ano 2019 🍇!
Acompa…",True,"Vigo, Galicia","É certo o que dín por aí
A Gran Raiña Melchora visitará o centro para a nosa Gran Festa de Gala Fin de Ano 2019 
Acompa…"
1305,JuanRamonArnau,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1306,ninch 21,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Cat ,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1307,CEIPLAREDO,,"É certo o que dín por aí!
A Gran Raiña #Melchora visitará o centro para a nosa Gran Festa de Gala Fin de Ano 2019 🍇!
Acompañada polo séquito real 🚤!!
📅20 decembro 10:30 am
🎉Cotillón
☕Chocolatada!
 #personasmayores #IgualdadDeGenero #igualdade #abuelos #envejecimientoactivo https://t.co/zqkGz68OJc",False,Chapela - Redondela,"É certo o que dín por aí
A Gran Raiña Melchora visitará o centro para a nosa Gran Festa de Gala Fin de Ano 2019 
Acompañada polo séquito real 
20 decembro 1030 am
Cotillón
Chocolatada
 personasmayores IgualdadDeGenero igualdade abuelos envejecimientoactivo"
1308,InterDifusion,,💡 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/BupsCdWh5N,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz
1309,r rbc,"AbueloVirgilio, r rbc, UnionAbuelosTra, AbuelosAc",RT @AbueloVirgilio: @r_rbc lo felicita la @UnionAbuelosTra y @AbuelosAc por su decisión de llegar a la Gob. de Sonora 2021. Desde Dn Alfons…,True,,lo felicita la  y  por su decisión de llegar a la Gob de Sonora 2021 Desde Dn Alfons…
1310,JoyBolton20,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Andorra la Vella, Andorra",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1311,patrycuba151279,InfomedCuba,"RT @InfomedCuba: ¿Es bueno pasar hambre? El ayuno se ha convertido en la dieta de moda sin aval científico. Además de en pérdida de peso, s…",True,Cuba,¿Es bueno pasar hambre El ayuno se ha convertido en la dieta de moda sin aval científico Además de en pérdida de peso s…
1312,IGOARANBAR,javiergoiko,RT @javiergoiko: El control adecuado de la #HipertensiónArteial en el adulto puede prevenir la #Demencia en las #PersonasMayores https://t.…,True,ZELAIETA MEDIKU ZENTROA,El control adecuado de la HipertensiónArteial en el adulto puede prevenir la Demencia en las PersonasMayores …
1313,RotaDatos,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/s509j5GReF",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
1314,Poroto Bo,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…
1315,MontserratCalp1,Eupharlaw,"RT @Eupharlaw: Sí, en España la obesidad y el tabaquismo puede acabar con el liderazgo en longevidad en 2040, como indicaba THE LANCET, des…",True,,Sí en España la obesidad y el tabaquismo puede acabar con el liderazgo en longevidad en 2040 como indicaba THE LANCET des…
1316,david solsona,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"ÜT: 41.465868,1.958339",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1317,drluismtz,,"El mejor tratamiento nocturno dermatológico y homeopático para ojos con su exclusiva fórmula para combatir el envejecimiento prematuro, suprimir las líneas de expresión, promover la circulación sanguínea para eliminar ojeras e hinchazón y devolver la textura normal de la piel. https://t.co/Dhzk3Sdje0",False,"Naucalpan de Juárez, México",El mejor tratamiento nocturno dermatológico y homeopático para ojos con su exclusiva fórmula para combatir el envejecimiento prematuro suprimir las líneas de expresión promover la circulación sanguínea para eliminar ojeras e hinchazón y devolver la textura normal de la piel
1318,Fran6Qnet,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Barcelona, Catalunya.",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…
1319,vicentelozano,elpais economia,RT @elpais_economia: El envejecimiento demográfico de España y sus efectos negativos harán que en términos generales el crecimiento real de…,True,"Majadahonda, Madrid (Spain)",El envejecimiento demográfico de España y sus efectos negativos harán que en términos generales el crecimiento real de…
1320,Todoliteratura,MatiaFundazioa,RT @MatiaFundazioa: El escritor irlandés #DanMooney presenta nuevo libro protagonizada por dos #personasmayores que entablan amistad en una…,True,Griñón,El escritor irlandés DanMooney presenta nuevo libro protagonizada por dos personasmayores que entablan amistad en una…
